message,source,date,views
"Информация об обязательной продаже валютной выручки экспортерами (28.02.2022)
Пресс-релизы (RSS)

На основании предложений Министерства финансов Российской Федерации и Банка России будет сегодня принято решение о введении с 28 февраля 2022 года для резидентов — участников внешнеэкономической деятельности обязательной продажи иностранной валюты в размере 80% выручки, причитающейся резидентам в рамках всех внешнеторговых договоров.",https://t.me/cbrrf,1646033417.0,1509
"Банк России принял решение повысить ключевую ставку до 20% годовых (28.02.2022)
Пресс-релизы (RSS)

Совет директоров Банка России принял решение повысить ключевую ставку c 28 февраля 2022 года до 20% годовых. Внешние условия для российской экономики кардинально изменились. Повышение ключевой ставки позволит обеспечить увеличение депозитных ставок до уровней, необходимых чтобы компенсировать возросшие девальвационные и инфляционные риски. Это позволит поддержать финансовую и ценовую стабильность и защитить сбережения граждан от обесценения.

Банк России будет принимать дальнейшие решения по ключевой ставке исходя из оценки рисков со стороны внешних и внутренних условий и реакции на них финансовых рынков и с учетом фактической и ожидаемой динамики инфляции относительно цели, развития экономики на прогнозном горизонте.

З...

View original post",https://t.me/cbrrf,1646033415.0,1575
"Банк России (Twitter)

Банк России принял решение повысить ключевую ставку до 20% годовых: http://cbr.ru/press/pr/?file=28022022_094500Key.htm",https://t.me/cbrrf,1646031796.0,2728
"Меры Банка России по поддержке кредитных организаций (28.02.2022)
Пресс-релизы (RSS)

В целях обеспечения устойчивости кредитных организаций в условиях введенных западными странами ограничений Банк России реализует следующие дополнительные меры поддержки:",https://t.me/cbrrf,1646024055.0,1692
"Информация о работе Московской биржи 28 февраля 2022 года (28.02.2022)
Пресс-релизы (RSS)

Торги на валютном рынке, денежном рынке, рынке репо Московской биржи откроются в 10.00 мск.

Банк России оценит целесообразность открытия торгов на остальных рынках в зависимости от развития ситуации. О решении открыть или не открыть торги Банк России сообщит в 13.00 мск. В случае положительного решения торги откроются в 15.00 мск.

Также Банк России вводит с 28.02.2022 временный запрет для брокеров на исполнение сделок по продаже ценных бумаг по поручению нерезидентов.",https://t.me/cbrrf,1646023332.0,1891
"Банк России возобновляет покупку золота на внутреннем рынке (27.02.2022)
Пресс-релизы (RSS)

Банк России с 28 февраля 2022 года возобновляет покупку золота на внутреннем рынке драгоценных металлов.

Цена покупки золота будет определяться ежедневно на основе утренней цены Лондонской ассоциации рынка драгоценных металлов (LBMA Gold Price AM).",https://t.me/cbrrf,1645978938.0,2372
"Информация о соблюдении кредитными организациями открытой валютной позиции (27.02.2022)
Пресс-релизы (RSS)

Банк России в дополнение к ранее принятым решениям, направленным на обеспечение устойчивости финансового сектора, вводит временное послабление в отношении обязательности соблюдения кредитными организациями размеров (лимитов) открытых валютных позиций для облегчения адаптации банков к сложившейся ситуации. 

Банк России не будет применять к кредитным организациям меры за несоблюдение установленных лимитов в отношении открытых валютных позиций в отдельных иностранных валютах и драгоценных металлах, суммы всех открытых валютных позиций в иностранных валютах и драгоценных металлах, а также балансирующей позиции в рублях при условии, что данная ситуация возникла в силу внешних обстоятельств, а предоставленная возможность не используется банками в спекулятивных целях. Срок действия меры — с 18 февраля по 1 июля 2022 года.",https://t.me/cbrrf,1645967211.0,1902
"Информация о мерах по поддержанию финансовой стабильности (27.02.2022)
Пресс-релизы (RSS)

Банк России располагает необходимыми ресурсами и инструментами для поддержания финансовой стабильности и обеспечения операционной непрерывности финансового сектора.

Банк России будет непрерывно предоставлять банкам наличную и безналичную ликвидность в рублях. Аукцион РЕПО «тонкой настройки» в понедельник будет проведен на безлимитной основе, с полным удовлетворением всех поступивших от банков заявок. Для максимального покрытия возможной потребности банков в текущей ликвидности Банк России существенно расширит Ломбардный список.

Российская банковская система стабильна, имеет достаточный запас капитала и ликвидности для бесперебойного функционирования в любой ситуации. Все средства клиентов на счетах сохранены и доступны в любой момент времени.

Банковские сервисы предоставляются в обычном режиме. Банковские карты всех банков на территории России также продолжают работать нормально.",https://t.me/cbrrf,1645950974.0,2094
"Информация о дате кредитных рейтингов международных рейтинговых агентств при применении нормативных актов Банка России (25.02.2022)
Пресс-релизы (RSS)

В соответствии с Указанием Банка России от 25.11.2014 № 3453-У «Об особенностях использования рейтингов кредитоспособности в целях применения нормативных актов Банка России» если в нормативном акте Банка России используется рейтинг кредитоспособности, присвоенный иностранным кредитным рейтинговым агентством кредитным организациям, иным юридическим лицам, Российской Федерации, субъектам Российской Федерации, муниципальным образованиям, выпущенным ими ценным бумагам, иным финансовым инструментам, то решением Совета директоров Банка России может быть определена дата, на которую присвоен указанный рейтинг в рамках соответствующего акта.",https://t.me/cbrrf,1645815740.0,3572
"Капча на сайте Банка России (25.02.2022)
Пресс-релизы (RSS)

Банк России включил на своём сайте дополнительную защиту на фоне выросшего трафика. В некоторых случаях от пользователя может потребоваться дополнительное подтверждение для доступа к сайту (через капчу).",https://t.me/cbrrf,1645807461.0,2177
"Меры Банка России по поддержке финансового сектора в условиях повышенной волатильности (25.02.2022)
Пресс-релизы (RSS)

В связи с повышенной волатильностью на финансовом рынке Банк России в дополнение к опубликованным ранее решениям1 реализует следующие меры:

1. Для расширения возможностей системно значимых кредитных организаций управлять своей ликвидностью Банк России вводит послабление в отношении норматива краткосрочной ликвидности Н26 (Н27), который распространяется на эти организации.",https://t.me/cbrrf,1645794031.0,1772
"Банк России (Twitter)

Все платежные банковские карты, выпущенные всеми банками, работают и будут продолжать работать на всей территории России для оплаты товаров и услуг, переводов и операций через банкоматы без ограничений: https://cbr.ru/press/event/?id=12720",https://t.me/cbrrf,1645786867.0,1625
"Информация о работе платежной системы Банка России 26 и 27 февраля 2022 года (25.02.2022)
Пресс-релизы (RSS)

Платежная система Банка России 26 и 27 февраля 2022 года будет функционировать в соответствии с графиками.

Кассовое обслуживание клиентов Банка России будет осуществляться 26 и 27 февраля 2022 года в соответствии с графиками, установленными подразделениями Банка России на указанные даты.",https://t.me/cbrrf,1645779134.0,1518
"Результаты мониторинга максимальных процентных ставок кредитных организаций (25.02.2022)
Пресс-релизы (RSS)

Результаты мониторинга в феврале 2022 года максимальных процентных ставок по вкладам1 в российских рублях десяти кредитных организаций2, привлекающих наибольший объём депозитов физических лиц:

I декада февраля — 7,80%;

II декада февраля — 8,15%.

Сведения о динамике результатов мониторинга представлены на официальном сайте Банка России.",https://t.me/cbrrf,1645775889.0,1395
"Информация о поддержке банков, в отношении которых были введены иностранные санкции (25.02.2022)
Пресс-релизы (RSS)

Банк России и Правительство Российской Федерации будут оказывать любую необходимую поддержку банкам, попавших под санкции западных государств. В частности, банкам, на которые наложены блокирующие санкции США: ПАО ВТБ, ПАО Совкомбанк, АО Новикомбанк, ПАО Банк «Финансовая корпорация Открытие»; банкам ПАО Промсвязьбанк и АО КБ Россия, в отношении которых европейские и американские санкции были объявлены ранее на этой неделе, а также ПАО Сбербанк, для которого введены санкции в отношении корреспондентских счетов.",https://t.me/cbrrf,1645740136.0,1890
"Банк России увеличил лимиты по операциям предоставления ликвидности в иностранной валюте (24.02.2022)
Пресс-релизы (RSS)

Для реализации комплекса мер по поддержанию финансовой стабильности и обеспечению непрерывности операционной деятельности финансовых организаций Банк России принял следующие решения:

— Увеличить дневной лимит по операциям «валютный своп» Банка России по продаже долларов США за рубли с последующей их покупкой с расчетами «сегодня / завтра» с 3 до 5 млрд долларов США.

— Ввести инструмент «валютный своп» Банка России по продаже евро за рубли с последующей их покупкой с расчетами «сегодня / завтра». Данные операции будут проводиться на ежедневной основе по аналогии с «валютным свопом» по продаже долларов США за рубли.

— Увеличить максимальный объем задолженности кредитных организаций перед Банком России по операциям репо в иностранной валюте с 15 до 50 млрд долларов США.",https://t.me/cbrrf,1645717942.0,1120
"Информация о работе платежной системы Банка России 24, 25, 28 февраля, 1, 2, 3, 4 и 5 марта 2022 года (24.02.2022)
Пресс-релизы (RSS)

Платежная система Банка России 24, 25, 28 февраля, 1, 2, 3, 4 и 5 марта 2022 года будет функционировать в соответствии с графиком.

График функционирования платежной системы Банка России 24, 25, 28 февраля, 1, 2, 3, 4 и 5 марта 2022 года",https://t.me/cbrrf,1645716503.0,1017
"Банк России расширил Ломбардный список и снизил рейтинговые требования (24.02.2022)
Пресс-релизы (RSS)

Банк России с учетом изменения ситуации на финансовом рынке в целях поддержания бесперебойного функционирования банковского сектора и сохранения возможности кредитных организаций по привлечению ликвидности в рамках операций рефинансирования принял решение о расширении Ломбардного списка за счет включения в него ряда выпусков облигаций с ипотечным покрытием, корпоративных облигаций и еврооблигаций.

Информация о выпусках ценных бумаг, включенных в Ломбардный список, приведена в материале «Ломбардный список Банка России».",https://t.me/cbrrf,1645715804.0,1080
"Банк России (Twitter)

Кредитные организации и некредитные финансовые организации, применяющим нормативные акты Банка России по бухгалтерскому учету, смогут отражать некоторые долевые и долговые ценные бумаги по справедливой стоимости на дату приобретения: https://cbr.ru/press/event/?id=12711",https://t.me/cbrrf,1645693074.0,1088
"Банк России (Twitter)

Для стабилизации ситуации на финансовом рынке Банк России принял решения начать интервенции на валютном рынке, расширить ломбардный список, провести сегодня операции по дополнительному предоставлению ликвидности банковскому сектору: https://cbr.ru/press/event/?id=12710",https://t.me/cbrrf,1645690009.0,1052
"Банк России (Twitter)

Банк России планирует повысить для кредитных потребительских кооперативов и сельскохозяйственных кредитных потребительских кооперативов лимит расходования выручки из кассы со 100 тысяч до 300 тысяч рублей: https://cbr.ru/press/event/?id=12709",https://t.me/cbrrf,1645551766.0,1068
"Информация о работе платежной системы Банка России 23 февраля 2022 года (22.02.2022)
Пресс-релизы (RSS)

Платежная система Банка России 23 февраля 2022 года будет функционировать в соответствии с графиком.

Кассовое обслуживание, прием распоряжений клиентов Банка России на бумажном носителе и отчуждаемых машинных носителях информации в подразделениях Банка России в указанный день не осуществляется.",https://t.me/cbrrf,1645540452.0,1001
"Меры поддержки финансового рынка (22.02.2022)
Пресс-релизы (RSS)

Банк России держит на контроле развитие ситуации на финансовом рынке и готов принять все необходимые меры для поддержания финансовой стабильности.

В целях адаптации финансового сектора к возросшей волатильности Банк России:

 предоставляет финансовым организациям возможность до 1 октября 2022 года отражать в отчетности акции и облигации по рыночной стоимости на 18 февраля 2022 года;
 предоставляет кредитным организациям возможность использования до 1 октября 2022 года величины курсов иностранных валют в целях расчета обязательных нормативов на 18 февраля 2022 года;

Банк России будет следить за развитием ситуации на финансовых рынках и готов реализовывать дополнительные меры в целях поддержания финансовой стабильности.",https://t.me/cbrrf,1645514533.0,1080
"Информация об установлении контрольных значений обязательных нормативов для центральных контрагентов (22.02.2022)
Пресс-релизы (RSS)

Банк России принял следующее решение:

1. На основании пункта 8.2 Инструкции Банка России от 14.11.2016 № 175-И «О банковских операциях небанковских кредитных организаций — центральных контрагентов, об обязательных нормативах небанковских кредитных организаций — центральных контрагентов и особенностях осуществления Банком России надзора за их соблюдением»",https://t.me/cbrrf,1645512729.0,851
"Банк России (Twitter)

Ипотечное кредитование в январе, по предварительным данным, замедлилось до +1,1%, что во многом связано с длинными новогодними праздниками: https://cbr.ru/press/event/?id=12707",https://t.me/cbrrf,1645461643.0,781
"Перечень кредитных организаций, в которые назначены уполномоченные представители Банка России (21.02.2022)
Пресс-релизы (RSS)

Уполномоченные представители Банка России, действующие в соответствии со статьей 76 Федерального закона от 10.07.2002 № 86-ФЗ «О Центральном банке Российской Федерации (Банке России)», назначены в 106 кредитных организаций.",https://t.me/cbrrf,1645458617.0,747
"Банк России начинает ежемесячную публикацию информации о финансовых активах и обязательствах сектора «Домашние хозяйства» (21.02.2022)
Пресс-релизы (RSS)

Информация содержит наиболее значимые компоненты финансовых инвестиций и привлеченных средств населения в разрезе отдельных финансовых инструментов и будет дополняться по мере формирования данных по другим финансовым инструментам.

Ежемесячные данные о финансовых активах и обязательствах сектора «Домашние хозяйства» по отдельным финансовым инструментам представляют собой промежуточную оценку ежеквартальных данных «Финансовые активы и обязательства сектора „Домашние хозяйства“ по отдельным финансовым инструментам».

Публикация нового материала расширит возможности пользователей по анализу поведения населения на финансовых рынках в части наиболее значимых финансовых инструментов.",https://t.me/cbrrf,1645456816.0,817
"Банк России (Twitter)

Объем средств, размещенных участниками долевого строительства на счетах эскроу, по итогам 2021 года достиг почти 3,1 трлн рублей: https://cbr.ru/press/event/?id=12705",https://t.me/cbrrf,1645440420.0,818
"Информация о работе платежной системы Банка России 19 и 20 февраля 2022 года (18.02.2022)
Пресс-релизы (RSS)

Платежная система Банка России 19 и 20 февраля 2022 года будет функционировать в соответствии с графиком.

График функционирования платежной системы Банка России 19 и 20 февраля 2022 года",https://t.me/cbrrf,1645208649.0,887
"На сайте Банка России пройдут технические работы (18.02.2022)
Пресс-релизы (RSS)

19 февраля 2022 года возможны кратковременные замедления в работе официального сайта Банка России, связанные с проведением технических работ.

Приносим извинения за возможные неудобства.",https://t.me/cbrrf,1645196417.0,819
"Информация к Реестру кредитных организаций, признанных Банком России значимыми на рынке платежных услуг (17.02.2022)
Пресс-релизы (RSS)

В соответствии с пунктом 5.1 Указания Банка России от 06.11.2014 № 3439-У «О порядке признания Банком России кредитных организаций значимыми на рынке платежных услуг» Банк России информирует об аннулировании 14.02.2022 записи о регистрации кредитной организации ПАО КБ «Восточный» (рег. номер № 1460), признанной Банком России значимой на рынке платежных услуг и включенной в соответствующий реестр1.

1 Реестр кредитных организаций, признанных Банком России значимыми на рынке платежных услуг, опубликован в «Вестнике Банка России» № 19 (2259) от 24.03.2021.",https://t.me/cbrrf,1645113979.0,606
"Банк России (Twitter)

Динамика отраслевых финансовых потоков указывает на дальнейшее усиление экономической активности в большинстве отраслей в начале 2022 года, несмотря на ухудшение эпидемической ситуации в стране и мире: https://cbr.ru/press/event/?id=12702",https://t.me/cbrrf,1645108610.0,607
"Банк России (Twitter)

Опубликованы материалы по инфляции в регионах: в январе она ускорилась на большинстве территорий и находилась в диапазоне от 4,5% на Чукотке до 12,3% в Калмыкии: https://cbr.ru/press/event/?id=12701",https://t.me/cbrrf,1645108150.0,579
"Банк России (Twitter)

Игра «Космический детектив: тайна семи банкнот» рассчитана на детей с 7 лет. Она поможет детям распознавать фальшивки: http://cbr.ru/press/event/?id=12698
Сыграть в «Космический детектив» можно здесь: https://fincult.info/entertainment/game/kosmicheski_detektiv/",https://t.me/cbrrf,1645088092.0,704
"Банк России (Twitter)

В 2021 году Банк России выявил почти 2,7 тысячи нелегальных компаний и финансовых пирамид. Среди них 871 финансовая пирамида, 860 нелегальных профессиональных участников рынка ценных бумаг и 948 компаний с признаками «черных кредиторов»: http://cbr.ru/press/event/?id=12695",https://t.me/cbrrf,1645011754.0,691
"Банк России (Twitter)

Участники встречи обсудили результаты мер поддержки кредитования малого и среднего предпринимательства, дальнейшие шаги по развитию инструментов его финансирования и вопросы снижения транзакционных издержек бизнеса: http://cbr.ru/press/event/?id=12694",https://t.me/cbrrf,1645009963.0,682
"Банк России (Twitter)

В январе доходности денежного и долгового рынков продолжили расти: https://cbr.ru/press/event/?id=12691",https://t.me/cbrrf,1644941829.0,665
"Банк России (Twitter)

Банк России подвел итоги первых трех месяцев тестирования неквалифицированных инвесторов: https://www.cbr.ru/press/event/?id=12689",https://t.me/cbrrf,1644940534.0,658
"Банк России (Twitter)

1 марта на платформе Учи.ру начнется олимпиада по финансовой грамотности и предпринимательству для школьников. Ее откроет онлайн-урок первого заместителя Председателя Банка России Владимира Чистюхина на тему «Кто есть кто на финансовом рынке»: http://cbr.ru/press/event/?id=12683",https://t.me/cbrrf,1644925334.0,648
"Банк России (Twitter)

О кредитных каникулах на постоянной основе, о новых мерах по борьбе с мисселингом и об изменениях в тестировании неквалифицированных инвесторов рассказал в интервью @izvestia_ru Михаил Мамута: https://cbr.ru/press/event/?id=12684",https://t.me/cbrrf,1644919670.0,612
"Банк России (Twitter)

Банк России и участники рынка приступили к тестированию платформы цифрового рубля: https://cbr.ru/press/event/?id=12685",https://t.me/cbrrf,1644917819.0,644
"Банк России (Twitter)

Размер участия иностранного капитала в совокупном уставном капитале кредитных организаций составил 10,73%, страховых организаций — 10,01%: https://cbr.ru/press/event/?id=12681",https://t.me/cbrrf,1644917818.0,619
"Результаты мониторинга максимальных процентных ставок кредитных организаций (15.02.2022)
Пресс-релизы (RSS)

Результаты мониторинга в феврале 2022 года максимальных процентных ставок по вкладам1 в российских рублях десяти кредитных организаций2, привлекающих наибольший объём депозитов физических лиц:

I декада февраля — 7,80%.

Сведения о динамике результатов мониторинга представлены на официальном сайте Банка России.",https://t.me/cbrrf,1644910261.0,679
"Банк России (Twitter)

Годовая инфляция ускорилась до 8,7% за счет удорожания основных групп товаров и услуг: https://cbr.ru/press/event/?id=12682",https://t.me/cbrrf,1644909015.0,708
"Банк России (Twitter)

В январе российский финансовый рынок продемонстрировал устойчивость в условиях роста геополитической напряженности и перехода к ужесточению ДКП в развитых странах: https://cbr.ru/press/event/?id=12680",https://t.me/cbrrf,1644863460.0,1001
"Банк России (Twitter)

В январе российский финансовый рынок продемонстрировал устойчивость в условиях роста геополитической напряженности и перехода к ужесточению ДКП в развитых странах: https://cbr.ru/press/event/?id=12680",https://t.me/cbrrf,1644852918.0,1020
"Банк России (Twitter)

Защита прав пайщиков и управление рисками СКПК: Банк России утвердил два базовых стандарта https://cbr.ru/press/event/?id=12675",https://t.me/cbrrf,1644591357.0,884
"Банк России (Twitter)

Какие инициативы рынка по развитию ЗПИФов недвижимости поддерживает Банк России и против чего выступает, в интервью @kommersant рассказала директор Департамента инвестиционных финансовых посредников Банка России Ольга Шишлянникова: https://www.cbr.ru/press/event/?id=12676",https://t.me/cbrrf,1644580021.0,621
"Банк России принял решение повысить ключевую ставку на 100 б.п., до 9,50% годовых (11.02.2022)
Пресс-релизы (RSS)

Совет директоров Банка России 11 февраля 2022 года принял решение повысить ключевую ставку на 100 б.п., до 9,50% годовых. Инфляция складывается значительно выше октябрьского прогноза Банка России. Расширение спроса продолжает опережать возможности наращивания выпуска. Быстрый рост экономической активности при ограниченности свободных трудовых ресурсов усиливает инфляционное давление. Проинфляционной остается конъюнктура мировых товарных рынков. Инфляционные ожидания пока не снижаются, оставаясь на многолетних максимумах. В этих условиях баланс рисков для инфляции еще больше сместился в сторону проинфляционных. Проводимая Банком России денежно-кредитная политика направлена на возвращение инфляции к 4%.

При развитии ситуации в соответствии с базовым прогнозом Банк России допускает возможность дальнейшего повышения ключевой ставки на ближайших заседаниях.",https://t.me/cbrrf,1644576380.0,701
"Банк России (Twitter)

Банк России принял решение повысить ключевую ставку на 100 б.п., до 9,50% годовых: http://cbr.ru/press/pr/?file=11022022_133000Key.htm",https://t.me/cbrrf,1644575720.0,1517
"Отозвана лицензия на осуществление банковских операций у НКО «ЕРП» (ООО) (11.02.2022)
Пресс-релизы (RSS)

Банк России приказом от 11.02.2022 № ОД-285 отозвал лицензию на осуществление банковских операций у Небанковской кредитной организации «Единая Расчетная Палата» (Общество с ограниченной ответственностью) НКО «ЕРП» (ООО) (рег. № 384-К, Московская область, г. Сергиев Посад, далее — НКО «ЕРП»). По величине активов кредитная организация занимала 337 место в банковской системе Российской Федерации1. НКО «ЕРП» не является участником системы страхования вкладов.

Банк России принял такое решение в соответствии с п. 6 части первой ст. 20 Федерального закона «О банках и банковской деятельности»",https://t.me/cbrrf,1644557767.0,725
"Отозвана лицензия на осуществление банковских операций у АО Банк «ККБ» (11.02.2022)
Пресс-релизы (RSS)

Банк России приказом от 11.02.2022 № ОД-283 отозвал лицензию на осуществление банковских операций у Акционерного общества «Консервативный коммерческий банк» АО Банк «ККБ» (рег. № 1087, г. Астрахань, далее — Банк «ККБ»). По величине активов кредитная организация занимала 164 место в банковской системе Российской Федерации1. 

Банк России принял такое решение в соответствии с п.п. 6 и 6.1 части первой ст. 20 Федерального закона «О банках и банковской деятельности»2",https://t.me/cbrrf,1644554527.0,767
"Опубликована новая редакция Условий проведения операций по предоставлению и погашению кредитов Банка России (09.02.2022)
Пресс-релизы (RSS)

Новая редакция Условий проведения операций по предоставлению и погашению кредитов Банка России, обеспеченных ценными бумагами или правами требования по кредитным договорам (далее — Условия), будет применяться с 1 апреля 2022 года.

Документ подготовлен в связи с переходом с 1 апреля 2022 года на использование при проведении операций Банка России по предоставлению ликвидности кредитным организациям кредитных рейтингов вместо классификационных групп.",https://t.me/cbrrf,1644415571.0,776
"Банк России начинает предварительный отбор аудиторских организаций, которым может быть поручено проведение проверок некредитных финансовых организаций (08.02.2022)
Пресс-релизы (RSS)

Банк России объявляет1 о начале предварительного отбора аудиторских организаций, которым Банк России может поручить проведение проверок некредитных финансовых организаций.

В предварительном отборе вправе принимать участие аудиторская организация, соответствующая следующим критериям2:

— созданная в соответствии с законодательством Российской Федерации;

— являющаяся членом саморегулируемой организации аудиторов3;

— обладающая безупречной деловой репутацией;

— осуществлявшая в течение пяти лет, предшествовавших дате подписания руководителем аудиторской организации заявки на участие в предварительном отборе,...

View original post",https://t.me/cbrrf,1644310813.0,728
"Банк России (Twitter)

Банк России начинает публиковать углубленную статистику по ОСАГО: https://cbr.ru/analytics/insurance/2021/",https://t.me/cbrrf,1644307393.0,693
"Банк России (Twitter)

11 февраля в 15:00 состоится пресс-конференция Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров по денежно-кредитной политике. Пресс-конференция пройдет онлайн: http://cbr.ru/press/event/?id=12670",https://t.me/cbrrf,1644306701.0,671
"Банк России (Twitter)

Заработал сервис, с помощью которого можно направлять в Банк России информацию о теневых контролирующих лицах финансовых организаций: https://www.cbr.ru/press/event/?id=12666",https://t.me/cbrrf,1644239534.0,734
"Банк России (Twitter)

Число жалоб в Банк России снизилось почти на 10% в 2021 году. Наиболее существенно сократилось число жалоб на банки: http://cbr.ru/press/event/?id=12667",https://t.me/cbrrf,1644232919.0,734
"Банк России (Twitter)

Кредитный договор и любые изменения его условий должны быть подписаны собственноручной или электронной подписью заемщика: http://cbr.ru/press/event/?id=12662",https://t.me/cbrrf,1643968930.0,799
"Банк России (Twitter)

Банк России опубликовал доклад «Региональная экономика» https://cbr.ru/press/event/?id=12661",https://t.me/cbrrf,1643897753.0,799
"Банк России (Twitter)

В реестр операторов информационных систем, в которых выпускаются цифровые финансовые активы (ЦФА), включена первая организация ‒ ООО «Атомайз»: http://cbr.ru/press/event/?id=12658",https://t.me/cbrrf,1643891589.0,1014
"Результаты мониторинга максимальных процентных ставок кредитных организаций (03.02.2022)
Пресс-релизы (RSS)

Результаты мониторинга в январе 2022 года максимальных процентных ставок по вкладам1 в российских рублях десяти кредитных организаций2, привлекающих наибольший объём депозитов физических лиц:

I декада января — 7,74%;

II декада января — 7,70%;

III декада января — 7,80%.

Сведения о динамике результатов мониторинга представлены на официальном сайте Банка России.",https://t.me/cbrrf,1643883016.0,757
